,participant,condition,cue,target,study_response,study_rt,test_response,test_rt,correct
2654,1029.0,2.0,NITROGEN,CHEMISTRY,,,chemistry,3390.0,0
2655,1029.0,2.0,CRITIC,ANALYZE,,,judge,7998.0,0
2656,1029.0,2.0,BLOCKADE,WALL,,,WALL,4271.0,1
2657,1029.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,3951.0,1
2658,1029.0,2.0,STAR,NIGHT,,,NIGHT,2367.0,1
2659,1029.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2591.0,1
2660,1029.0,2.0,VALLEY,LOW,,,LOW,2303.0,1
2661,1029.0,2.0,ENERGY,SUN,,,,4879.0,0
2662,1029.0,2.0,MODEL,CAR,,,ROLE,3455.0,0
2663,1029.0,2.0,VISIT,LEAVE,,,,1534.0,0
2664,1029.0,2.0,BATTERY,RADIO,,,RADIO,2206.0,1
2665,1029.0,2.0,FREEWAY,ROAD,,,ROAD,4270.0,1
2666,1029.0,2.0,NATURE,FOREST,,,,8013.0,0
2667,1029.0,2.0,TASTY,TREAT,,,,5790.0,0
2668,1029.0,2.0,NOODLES,CHICKEN,,,CHICKEN,2814.0,1
2669,1029.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,6894.0,1
2670,1031.0,2.0,CRITIC,ANALYZE,,,ANALYZE,3311.0,1
2671,1031.0,2.0,BATTERY,RADIO,,,RADIO,2287.0,1
2672,1031.0,2.0,LIE,STEAL,,,DECEIVE,13326.0,0
2673,1031.0,2.0,TASTY,TREAT,,,TREAT,2222.0,1
2674,1031.0,2.0,HUT,ISLAND,,,CABIN,26142.0,0
2675,1031.0,2.0,SALES,CLOTHES,,,MONEY,3854.0,0
2676,1031.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,2750.0,1
2677,1031.0,2.0,ASSISTANCE,HELPER,,,HELPER,2894.0,1
2678,1031.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,3343.0,1
2679,1031.0,2.0,VISIT,LEAVE,,,SEE,2814.0,0
2680,1031.0,2.0,MODEL,CAR,,,EXAMPLE,10702.0,0
2681,1031.0,2.0,NOODLES,CHICKEN,,,CHICKEN,2975.0,1
2682,1031.0,2.0,SOUTH,WEST,,,WEST,1967.0,1
2683,1031.0,2.0,BLOCKADE,WALL,,,WALL,8622.0,1
2684,1031.0,2.0,FILTHY,DIRT,,,DIRT,1663.0,1
2685,1031.0,2.0,EVICT,APARTMENT,,,APARTMENT,6927.0,1
2686,1031.0,2.0,USURP,TAKE,,,TAKE,2095.0,1
2687,1031.0,2.0,SINK,HOLE,,,HOLE,1823.0,1
2688,1031.0,2.0,ENERGY,SUN,,,SUN,2575.0,1
2689,1031.0,2.0,HOTEL,BED,,,BED,5438.0,1
2690,1031.0,2.0,FREEWAY,ROAD,,,ROAD,1934.0,1
2691,1031.0,2.0,ANCESTOR,FAMILY,,,RELATIVE,9455.0,0
2692,1031.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3167.0,1
2693,1031.0,2.0,VALLEY,LOW,,,LOW,3631.0,1
2694,1031.0,2.0,ANNUAL,PICNIC,,,COOKOUT,5823.0,0
2695,1031.0,2.0,COOKOUT,HAMBURGER,,,POTLUCK,8671.0,0
2696,1031.0,2.0,GRADUATE,CAP,,,CAP,2207.0,1
2697,1031.0,2.0,BISCUIT,COOKIE,,,COOKIE,4703.0,1
2698,1031.0,2.0,NATURE,FOREST,,,TREE,2575.0,0
2699,1031.0,2.0,STAR,NIGHT,,,NIGHT,2207.0,1
2700,1032.0,2.0,THEOREM,GEOMETRY,,,,3085.0,0
2701,1032.0,2.0,BISCUIT,COOKIE,,,cookie,2590.0,0
2702,1032.0,2.0,STAR,NIGHT,,,sky,2894.0,0
2703,1032.0,2.0,NATURE,FOREST,,,forest,3374.0,0
2704,1032.0,2.0,ASSISTANCE,HELPER,,,helper,3246.0,0
2705,1032.0,2.0,BATTERY,RADIO,,,radio,4382.0,0
2706,1032.0,2.0,NOODLES,CHICKEN,,,chicken,2990.0,0
2707,1032.0,2.0,ANNUAL,PICNIC,,,picnic,4414.0,0
2708,1032.0,2.0,VALLEY,LOW,,,cannyon,3534.0,0
2709,1032.0,2.0,SOUTH,WEST,,,america,3710.0,0
2710,1032.0,2.0,SALES,CLOTHES,,,clothes,3582.0,0
2711,1032.0,2.0,HOTEL,BED,,,bed,2110.0,0
2712,1032.0,2.0,VISIT,LEAVE,,,leave,2766.0,0
2713,1032.0,2.0,CRITIC,ANALYZE,,,snalyze,3982.0,0
2714,1032.0,2.0,FILTHY,DIRT,,,,1438.0,0
2715,1032.0,2.0,TASTY,TREAT,,,food,3086.0,0
2716,1032.0,2.0,FREEWAY,ROAD,,,road,2542.0,0
2717,1032.0,2.0,USURP,TAKE,,,,1662.0,0
2718,1032.0,2.0,ANCESTOR,FAMILY,,,family,2942.0,0
2719,1032.0,2.0,BLOCKADE,WALL,,,wall,2398.0,0
2720,1032.0,2.0,LIE,STEAL,,,steal,5278.0,0
2721,1032.0,2.0,MODEL,CAR,,,represent,4990.0,0
2722,1032.0,2.0,ENERGY,SUN,,,power,2894.0,0
2723,1032.0,2.0,SINK,HOLE,,,ocean,6270.0,0
2724,1032.0,2.0,HUT,ISLAND,,,hot,2206.0,0
2725,1032.0,2.0,GRADUATE,CAP,,,cap,2334.0,0
2726,1032.0,2.0,EVICT,APARTMENT,,,,1294.0,0
2727,1032.0,2.0,NITROGEN,CHEMISTRY,,,body,4174.0,0
2728,1032.0,2.0,UNCOMMON,UNIQUE,,,irreguler,7550.0,0
2729,1032.0,2.0,COOKOUT,HAMBURGER,,,food,3230.0,0
2730,1033.0,2.0,TASTY,TREAT,,,SCARY,8638.0,0
2731,1033.0,2.0,CRITIC,ANALYZE,,,ANALYZE,5519.0,1
2732,1033.0,2.0,HOTEL,BED,,,RESTURANT,8191.0,0
2733,1033.0,2.0,VISIT,LEAVE,,,LEAVE,2959.0,1
2734,1033.0,2.0,NATURE,FOREST,,,NURTUNE,8495.0,0
2735,1033.0,2.0,ANCESTOR,FAMILY,,,FAMILY,3871.0,1
2736,1033.0,2.0,LIE,STEAL,,,STEAL,2527.0,1
2737,1033.0,2.0,BLOCKADE,WALL,,,CHUNK,9919.0,0
2738,1033.0,2.0,COOKOUT,HAMBURGER,,,COOKIE,4607.0,0
2739,1033.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,3551.0,1
2740,1033.0,2.0,ANNUAL,PICNIC,,,PICNIC,7663.0,1
2741,1033.0,2.0,HUT,ISLAND,,,ROOM,5887.0,0
2742,1033.0,2.0,THEOREM,GEOMETRY,,,CHEMISTRY,5519.0,0
2743,1033.0,2.0,ASSISTANCE,HELPER,,,HELPER,2559.0,1
2744,1033.0,2.0,USURP,TAKE,,,HELP,2383.0,0
2745,1033.0,2.0,FREEWAY,ROAD,,,ROAD,6238.0,1
2746,1033.0,2.0,BISCUIT,COOKIE,,,COOKIE,2463.0,1
2747,1033.0,2.0,BATTERY,RADIO,,,ELECTRICITY,7774.0,0
2748,1033.0,2.0,VALLEY,LOW,,,NARROW,7470.0,0
2749,1033.0,2.0,GRADUATE,CAP,,,CAP,2782.0,1
2750,1033.0,2.0,FILTHY,DIRT,,,CAB,5582.0,0
2751,1033.0,2.0,STAR,NIGHT,,,NIGHT,2206.0,1
2752,1033.0,2.0,SINK,HOLE,,,HOLE,7854.0,1
2753,1033.0,2.0,EVICT,APARTMENT,,,DANGEROUS,9294.0,0
2754,1033.0,2.0,MODEL,CAR,,,TEENAGER,7902.0,0
2755,1033.0,2.0,NOODLES,CHICKEN,,,FOOD,4990.0,0
2756,1033.0,2.0,ENERGY,SUN,,,EVENT,8350.0,0
2757,1033.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,4302.0,1
2758,1033.0,2.0,SALES,CLOTHES,,,CLOTHES,3055.0,1
2759,1033.0,2.0,SOUTH,WEST,,,WEST,4238.0,1
2760,1035.0,2.0,MODEL,CAR,,,CAR,2765.0,1
2761,1035.0,2.0,ASSISTANCE,HELPER,,,HELPER,2109.0,1
2762,1035.0,2.0,LIE,STEAL,,,STEAL,4733.0,1
2763,1035.0,2.0,BATTERY,RADIO,,,CHARGE,4174.0,0
2764,1035.0,2.0,HUT,ISLAND,,,HOUSE,16894.0,0
2765,1035.0,2.0,SINK,HOLE,,,WATER,7614.0,0
2766,1035.0,2.0,CRITIC,ANALYZE,,,HELP,32670.0,0
2767,1035.0,2.0,NATURE,FOREST,,,FOREST,10382.0,1
2768,1035.0,2.0,FILTHY,DIRT,,,DIRTY,4670.0,0
2769,1035.0,2.0,ANNUAL,PICNIC,,,PICNIC,4606.0,1
2770,1035.0,2.0,USURP,TAKE,,,MID,12910.0,0
2771,1035.0,2.0,ENERGY,SUN,,,SUN,3358.0,1
2772,1035.0,2.0,STAR,NIGHT,,,NIGHT,5806.0,1
2773,1035.0,2.0,EVICT,APARTMENT,,,APARTMENT,4126.0,1
2774,1035.0,2.0,FREEWAY,ROAD,,,ROAD,7134.0,1
2775,1035.0,2.0,BLOCKADE,WALL,,,WALL,7885.0,1
2776,1035.0,2.0,GRADUATE,CAP,,,CAP,2045.0,1
2777,1035.0,2.0,VISIT,LEAVE,,,LEAVE,4046.0,1
2778,1035.0,2.0,BISCUIT,COOKIE,,,COOKIE,2062.0,1
2779,1035.0,2.0,SOUTH,WEST,,,WEST,1614.0,1
2780,1035.0,2.0,COOKOUT,HAMBURGER,,,HAMBURGER,3454.0,1
2781,1035.0,2.0,ANCESTOR,FAMILY,,,FAMILY,4478.0,1
2782,1035.0,2.0,HOTEL,BED,,,TRIP,11006.0,0
2783,1035.0,2.0,NOODLES,CHICKEN,,,CHICKEN,2302.0,1
2784,1035.0,2.0,VALLEY,LOW,,,LOW,3198.0,1
2785,1035.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3117.0,1
2786,1035.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,3502.0,1
2787,1035.0,2.0,TASTY,TREAT,,,TREAT,3181.0,1
2788,1035.0,2.0,SALES,CLOTHES,,,CLOTHES,2013.0,1
2789,1035.0,2.0,UNCOMMON,UNIQUE,,,RARE,2301.0,0
2790,1036.0,2.0,THEOREM,GEOMETRY,,, GEOMETRY,4699.0,0
2791,1036.0,2.0,GRADUATE,CAP,,,CAP,1903.0,1
2792,1036.0,2.0,CRITIC,ANALYZE,,,FOOD,6080.0,0
2793,1036.0,2.0,COOKOUT,HAMBURGER,,,HAMBURGER,3743.0,1
2794,1036.0,2.0,HOTEL,BED,,,SHEET,7550.0,0
2795,1036.0,2.0,FREEWAY,ROAD,,,ROAD,5582.0,1
2796,1036.0,2.0,VISIT,LEAVE,,,LOOK,16542.0,0
2797,1036.0,2.0,NATURE,FOREST,,,FOREST,6511.0,1
2798,1036.0,2.0,BISCUIT,COOKIE,,,COOKIE,2095.0,1
2799,1036.0,2.0,ANNUAL,PICNIC,,,PICNIC,2270.0,1
2800,1036.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2047.0,1
2801,1036.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3551.0,1
2802,1036.0,2.0,SALES,CLOTHES,,,CLOTHES,6239.0,1
2803,1036.0,2.0,TASTY,TREAT,,,FOOD,14463.0,0
2804,1036.0,2.0,HUT,ISLAND,,,ISLAND,2111.0,1
2805,1036.0,2.0,SOUTH,WEST,,,WEST,1871.0,1
2806,1036.0,2.0,LIE,STEAL,,,STAND,11183.0,0
2807,1036.0,2.0,ASSISTANCE,HELPER,,,HELP,2447.0,0
2808,1036.0,2.0,USURP,TAKE,,,BURP,8639.0,0
2809,1036.0,2.0,EVICT,APARTMENT,,,APARTMENT,3775.0,1
2810,1036.0,2.0,FILTHY,DIRT,,,TRASH,4047.0,0
2811,1036.0,2.0,SINK,HOLE,,,HOLE,2718.0,1
2812,1036.0,2.0,BATTERY,RADIO,,,CHARGE,3214.0,0
2813,1036.0,2.0,VALLEY,LOW,,,LOW,4814.0,1
2814,1036.0,2.0,BLOCKADE,WALL,,,BARRIER,4943.0,0
2815,1036.0,2.0,ENERGY,SUN,,,SUN,2399.0,1
2816,1036.0,2.0,MODEL,CAR,,,RUNWAY,21919.0,0
2817,1036.0,2.0,NOODLES,CHICKEN,,,SPAGHETTI,10223.0,0
2818,1036.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,3455.0,1
2819,1036.0,2.0,STAR,NIGHT,,,BRIGHT,5983.0,0
2820,1037.0,2.0,SALES,CLOTHES,,, CLOTHING,3729.0,0
2821,1037.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,2766.0,1
2822,1037.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,2830.0,1
2823,1037.0,2.0,NATURE,FOREST,,,CANYON,5118.0,0
2824,1037.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3486.0,1
2825,1037.0,2.0,USURP,TAKE,,,TAKE,3343.0,1
2826,1037.0,2.0,FILTHY,DIRT,,,DIRT,2911.0,1
2827,1037.0,2.0,ANNUAL,PICNIC,,,PICNIC,3294.0,1
2828,1037.0,2.0,MODEL,CAR,,,CITIZEN,6543.0,0
2829,1037.0,2.0,SINK,HOLE,,,HOLE,3023.0,1
2830,1037.0,2.0,HOTEL,BED,,,BED,1983.0,1
2831,1037.0,2.0,CRITIC,ANALYZE,,,ANALYZE,3966.0,1
2832,1037.0,2.0,ASSISTANCE,HELPER,,,HELPER,2990.0,1
2833,1037.0,2.0,ANCESTOR,FAMILY,,,FAMILY,3422.0,1
2834,1037.0,2.0,TASTY,TREAT,,,TREAT,4350.0,1
2835,1037.0,2.0,COOKOUT,HAMBURGER,,,HAMBURGER,4382.0,1
2836,1037.0,2.0,EVICT,APARTMENT,,,APARTMENT,8030.0,1
2837,1037.0,2.0,STAR,NIGHT,,,NIGHT,4638.0,1
2838,1037.0,2.0,LIE,STEAL,,,THIEF,6910.0,0
2839,1037.0,2.0,GRADUATE,CAP,,,CAP,5006.0,1
2840,1037.0,2.0,BLOCKADE,WALL,,,WALL,2334.0,1
2841,1037.0,2.0,BISCUIT,COOKIE,,,COOKIE,2558.0,1
2842,1037.0,2.0,FREEWAY,ROAD,,,ROAD,3342.0,1
2843,1037.0,2.0,NOODLES,CHICKEN,,,CHICKEN,4366.0,1
2844,1037.0,2.0,ENERGY,SUN,,,SUN,4782.0,1
2845,1037.0,2.0,BATTERY,RADIO,,,RADIO,3182.0,1
2846,1037.0,2.0,VALLEY,LOW,,,LOW,2830.0,1
2847,1037.0,2.0,SOUTH,WEST,,,WEST,4382.0,1
2848,1037.0,2.0,VISIT,LEAVE,,,LEAVE,17262.0,1
2849,1037.0,2.0,HUT,ISLAND,,,ISLAND,3039.0,1
2850,1038.0,2.0,HUT,ISLAND,,, VILLAGE,21114.0,0
2851,1038.0,2.0,ENERGY,SUN,,,SUN,1949.0,1
2852,1038.0,2.0,NATURE,FOREST,,,FOREST,2110.0,1
2853,1038.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,2206.0,1
2854,1038.0,2.0,SINK,HOLE,,,FLOAT,9086.0,0
2855,1038.0,2.0,BLOCKADE,WALL,,,COLUMN,6686.0,0
2856,1038.0,2.0,HOTEL,BED,,,BED,1822.0,1
2857,1038.0,2.0,NOODLES,CHICKEN,,,CHICKEN,2350.0,1
2858,1038.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2126.0,1
2859,1038.0,2.0,EVICT,APARTMENT,,,APARTMENT,2382.0,1
2860,1038.0,2.0,FILTHY,DIRT,,,DIRT,4030.0,1
2861,1038.0,2.0,GRADUATE,CAP,,,CAP,1822.0,1
2862,1038.0,2.0,ASSISTANCE,HELPER,,,HELPER,4094.0,1
2863,1038.0,2.0,BATTERY,RADIO,,,RADIO,3214.0,1
2864,1038.0,2.0,MODEL,CAR,,,CAR,3358.0,1
2865,1038.0,2.0,STAR,NIGHT,,,LIGHT,3101.0,0
2866,1038.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3694.0,1
2867,1038.0,2.0,CRITIC,ANALYZE,,,ANALYZE,2205.0,1
2868,1038.0,2.0,BISCUIT,COOKIE,,,CRUMPET,6590.0,0
2869,1038.0,2.0,FREEWAY,ROAD,,,ROAD,1454.0,1
2870,1038.0,2.0,VALLEY,LOW,,,LOW,2078.0,1
2871,1038.0,2.0,COOKOUT,HAMBURGER,,,HAMBURGER,7678.0,1
2872,1038.0,2.0,SALES,CLOTHES,,,RAISE,5022.0,0
2873,1038.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,3134.0,1
2874,1038.0,2.0,LIE,STEAL,,,STEAL,7982.0,1
2875,1038.0,2.0,ANNUAL,PICNIC,,,PICNIC,2669.0,1
2876,1038.0,2.0,SOUTH,WEST,,,EAST,6558.0,0
2877,1038.0,2.0,TASTY,TREAT,,,TREAT,2510.0,1
2878,1038.0,2.0,VISIT,LEAVE,,,HOME,6158.0,0
2879,1038.0,2.0,USURP,TAKE,,,TAKE,4974.0,1
2880,1039.0,2.0,VALLEY,LOW,,, LOW,4794.0,0
2881,1039.0,2.0,EVICT,APARTMENT,,,APARTMENT,6399.0,1
2882,1039.0,2.0,VISIT,LEAVE,,,FAMILY,12255.0,0
2883,1039.0,2.0,SINK,HOLE,,,WET,5311.0,0
2884,1039.0,2.0,ANCESTOR,FAMILY,,,FAMILY,3039.0,1
2885,1039.0,2.0,COOKOUT,HAMBURGER,,,DAY,6063.0,0
2886,1039.0,2.0,HOTEL,BED,,,STAY,2687.0,0
2887,1039.0,2.0,GRADUATE,CAP,,,CAP,3887.0,1
2888,1039.0,2.0,CRITIC,ANALYZE,,,ANALYZE,3167.0,1
2889,1039.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3439.0,1
2890,1039.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,2591.0,1
2891,1039.0,2.0,ANNUAL,PICNIC,,,EVENT,3007.0,0
2892,1039.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,3807.0,1
2893,1039.0,2.0,NATURE,FOREST,,,LIFE,3247.0,0
2894,1039.0,2.0,FREEWAY,ROAD,,,ROAD,1951.0,1
2895,1039.0,2.0,NOODLES,CHICKEN,,,MEATBALLS,3519.0,0
2896,1039.0,2.0,TASTY,TREAT,,,TREAT,2478.0,1
2897,1039.0,2.0,HUT,ISLAND,,,ISLAND,2574.0,1
2898,1039.0,2.0,ENERGY,SUN,,,LIVELY,7166.0,0
2899,1039.0,2.0,SOUTH,WEST,,,WEST,2222.0,1
2900,1039.0,2.0,BLOCKADE,WALL,,,ROAD,3774.0,0
2901,1039.0,2.0,BATTERY,RADIO,,,LIFE,1758.0,0
2902,1039.0,2.0,LIE,STEAL,,,CRIMINAL,4751.0,0
2903,1039.0,2.0,BISCUIT,COOKIE,,,COOKIE,1903.0,1
2904,1039.0,2.0,USURP,TAKE,,,TAKE,3983.0,1
2905,1039.0,2.0,MODEL,CAR,,,CAR,3327.0,1
2906,1039.0,2.0,SALES,CLOTHES,,,CAR,5502.0,0
2907,1039.0,2.0,ASSISTANCE,HELPER,,,HELP,2862.0,0
2908,1039.0,2.0,STAR,NIGHT,,,NIGHT,3214.0,1
2909,1039.0,2.0,FILTHY,DIRT,,,DIRTY,1950.0,0
2910,1040.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2239.0,1
2911,1040.0,2.0,HUT,ISLAND,,,,8782.0,0
2912,1040.0,2.0,MODEL,CAR,,,CAR,1902.0,1
2913,1040.0,2.0,ASSISTANCE,HELPER,,,HELPER,5262.0,1
2914,1040.0,2.0,COOKOUT,HAMBURGER,,,CRUNCH,7949.0,0
2915,1040.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,2573.0,1
2916,1040.0,2.0,USURP,TAKE,,,SWING,5421.0,0
2917,1040.0,2.0,TASTY,TREAT,,,TREAT,2557.0,1
2918,1040.0,2.0,SOUTH,WEST,,,WEST,3902.0,1
2919,1040.0,2.0,HOTEL,BED,,,BED,1438.0,1
2920,1040.0,2.0,FREEWAY,ROAD,,,PATH,7742.0,0
2921,1040.0,2.0,VISIT,LEAVE,,,LEAVE,2510.0,1
2922,1040.0,2.0,ENERGY,SUN,,,BATTERY,3518.0,0
2923,1040.0,2.0,VALLEY,LOW,,,LOW,2062.0,1
2924,1040.0,2.0,CRITIC,ANALYZE,,,ANALYZE,6718.0,1
2925,1040.0,2.0,NOODLES,CHICKEN,,,CHICKEN,8718.0,1
2926,1040.0,2.0,LIE,STEAL,,,STEAL,2702.0,1
2927,1040.0,2.0,SALES,CLOTHES,,,GOOD,3758.0,0
2928,1040.0,2.0,STAR,NIGHT,,,NIGHT,5053.0,1
2929,1040.0,2.0,SINK,HOLE,,,BOAT,3118.0,0
2930,1040.0,2.0,ANNUAL,PICNIC,,,,3534.0,0
2931,1040.0,2.0,NATURE,FOREST,,,NURTURE,6254.0,0
2932,1040.0,2.0,GRADUATE,CAP,,,STUDENT,5630.0,0
2933,1040.0,2.0,FILTHY,DIRT,,,,11166.0,0
2934,1040.0,2.0,BLOCKADE,WALL,,,,2942.0,0
2935,1040.0,2.0,EVICT,APARTMENT,,,ANALYZE,4366.0,0
2936,1040.0,2.0,BISCUIT,COOKIE,,,COOKIES,4222.0,0
2937,1040.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,6590.0,1
2938,1040.0,2.0,THEOREM,GEOMETRY,,,,1886.0,0
2939,1040.0,2.0,BATTERY,RADIO,,,PHONE,11582.0,0
2940,1041.0,2.0,ENERGY,SUN,,,ELECTRIC,8926.0,0
2941,1041.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,4205.0,1
2942,1041.0,2.0,HUT,ISLAND,,,HOME,8766.0,0
2943,1041.0,2.0,GRADUATE,CAP,,,CAP,3118.0,1
2944,1041.0,2.0,CRITIC,ANALYZE,,,ANALYZE,3550.0,1
2945,1041.0,2.0,VALLEY,LOW,,,CANYON,15885.0,0
2946,1041.0,2.0,HOTEL,BED,,,GUEST,7166.0,0
2947,1041.0,2.0,STAR,NIGHT,,,NIGHT,9086.0,1
2948,1041.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,3806.0,1
2949,1041.0,2.0,BATTERY,RADIO,,,ENERGY,6366.0,0
2950,1041.0,2.0,ASSISTANCE,HELPER,,,HELP,7054.0,0
2951,1041.0,2.0,BISCUIT,COOKIE,,,COOKIE,4878.0,1
2952,1041.0,2.0,ANNUAL,PICNIC,,,PICNIC,4734.0,1
2953,1041.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2973.0,1
2954,1041.0,2.0,NOODLES,CHICKEN,,,CHICKEN,3198.0,1
2955,1041.0,2.0,COOKOUT,HAMBURGER,,,BARBEQUE,5949.0,0
2956,1041.0,2.0,MODEL,CAR,,,EXAMPLE,4974.0,0
2957,1041.0,2.0,SINK,HOLE,,,WATER,3742.0,0
2958,1041.0,2.0,LIE,STEAL,,,TRUTH,3470.0,0
2959,1041.0,2.0,NATURE,FOREST,,,ENVIRONMENT,10142.0,0
2960,1041.0,2.0,VISIT,LEAVE,,,HOME,5038.0,0
2961,1041.0,2.0,BLOCKADE,WALL,,,OBSTACLE,8525.0,0
2962,1041.0,2.0,EVICT,APARTMENT,,,APARTMENT ,4285.0,0
2963,1041.0,2.0,TASTY,TREAT,,,TREAT,3086.0,1
2964,1041.0,2.0,SOUTH,WEST,,,WEST,2605.0,1
2965,1041.0,2.0,USURP,TAKE,,,SZRUP,13629.0,0
2966,1041.0,2.0,FILTHY,DIRT,,,DIRTY,4302.0,0
2967,1041.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,4846.0,1
2968,1041.0,2.0,FREEWAY,ROAD,,,CAR,4847.0,0
2969,1041.0,2.0,SALES,CLOTHES,,,CLOTHES,4941.0,1
2970,1042.0,2.0,MODEL,CAR,,,CAR,2719.0,1
2971,1042.0,2.0,BLOCKADE,WALL,,,WALL,6062.0,1
2972,1042.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,3054.0,1
2973,1042.0,2.0,BATTERY,RADIO,,,ENERGY,7710.0,0
2974,1042.0,2.0,TASTY,TREAT,,,YUMMY,6270.0,0
2975,1042.0,2.0,ASSISTANCE,HELPER,,,HELPER,3774.0,1
2976,1042.0,2.0,HOTEL,BED,,,BED,2686.0,1
2977,1042.0,2.0,CRITIC,ANALYZE,,,ASSIST,12782.0,0
2978,1042.0,2.0,VALLEY,LOW,,,MOUNTAIN,7230.0,0
2979,1042.0,2.0,SOUTH,WEST,,,WEST,2654.0,1
2980,1042.0,2.0,FREEWAY,ROAD,,,ROAD,5518.0,1
2981,1042.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,3358.0,1
2982,1042.0,2.0,ANNUAL,PICNIC,,,CELEBRATION,8511.0,0
2983,1042.0,2.0,EVICT,APARTMENT,,,APARTMENT,3807.0,1
2984,1042.0,2.0,ENERGY,SUN,,,SUN,1823.0,1
2985,1042.0,2.0,GRADUATE,CAP,,,CAP,2142.0,1
2986,1042.0,2.0,HUT,ISLAND,,,HOUSE,3214.0,0
2987,1042.0,2.0,VISIT,LEAVE,,,LEAVE,2911.0,1
2988,1042.0,2.0,NOODLES,CHICKEN,,,CHICKEN,2351.0,1
2989,1042.0,2.0,NATURE,FOREST,,,TREE,3343.0,0
2990,1042.0,2.0,LIE,STEAL,,,THIEF,7007.0,0
2991,1042.0,2.0,ANCESTOR,FAMILY,,,FAMILY,2975.0,1
2992,1042.0,2.0,STAR,NIGHT,,,NIGHT,3439.0,1
2993,1042.0,2.0,BISCUIT,COOKIE,,,COOKIE,2271.0,1
2994,1042.0,2.0,THEOREM,GEOMETRY,,,MATHS,4655.0,0
2995,1042.0,2.0,SINK,HOLE,,,BOAT,4079.0,0
2996,1042.0,2.0,SALES,CLOTHES,,,CLOTHES,2798.0,1
2997,1042.0,2.0,USURP,TAKE,,,OVERTAKE,6734.0,0
2998,1042.0,2.0,FILTHY,DIRT,,,DIRT,2782.0,1
2999,1042.0,2.0,COOKOUT,HAMBURGER,,,FOOD,6462.0,0
3000,1043.0,2.0,HUT,ISLAND,,,PIZZA,11359.0,0
3001,1043.0,2.0,CRITIC,ANALYZE,,,MEAN,7631.0,0
3002,1043.0,2.0,ANCESTOR,FAMILY,,,FAMILY,4254.0,1
3003,1043.0,2.0,VISIT,LEAVE,,,GUEST,7182.0,0
3004,1043.0,2.0,TASTY,TREAT,,,TREAT,3967.0,1
3005,1043.0,2.0,STAR,NIGHT,,,NIGHT,4687.0,1
3006,1043.0,2.0,ANNUAL,PICNIC,,,PICNIC,4223.0,1
3007,1043.0,2.0,UNCOMMON,UNIQUE,,,UNIQUE,4111.0,1
3008,1043.0,2.0,NOODLES,CHICKEN,,,CHICKEN,3855.0,1
3009,1043.0,2.0,FILTHY,DIRT,,,DIRTY,7695.0,0
3010,1043.0,2.0,SALES,CLOTHES,,,PERSON,20863.0,0
3011,1043.0,2.0,BLOCKADE,WALL,,,WALL,3183.0,1
3012,1043.0,2.0,NATURE,FOREST,,,TREE,3535.0,0
3013,1043.0,2.0,SOUTH,WEST,,,WEST,3407.0,1
3014,1043.0,2.0,BISCUIT,COOKIE,,,COOKIE,5231.0,1
3015,1043.0,2.0,THEOREM,GEOMETRY,,,GEOMETRY,4719.0,1
3016,1043.0,2.0,MODEL,CAR,,,CAR,2815.0,1
3017,1043.0,2.0,NITROGEN,CHEMISTRY,,,CHEMISTRY,5439.0,1
3018,1043.0,2.0,ENERGY,SUN,,,EFFICENCY ,40111.0,0
3019,1043.0,2.0,SINK,HOLE,,,HOLE,3471.0,1
3020,1043.0,2.0,EVICT,APARTMENT,,,APARTMENT,5871.0,1
3021,1043.0,2.0,BATTERY,RADIO,,,CHARGER,5999.0,0
